Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
TiAl3,22,12,50.9415,26.981539,77.923039,1.888013134,4,3,46,73,-27,2.816,1.989,0.827,4.805,2.816,1.989,2.4025,1.338,1.429,0.936319104,-0.091,1.3835,2.22,1.64,0.58,1.353658537,2.22,1.64,1.93,6.11,2.7,3.41,2.262962963,6.11,2.7,4.405,5.31,3.39,1.92,1.566371681,5.31,3.39,4.35,4,4,4,4,4,4,4,4,1.0524,1.0524,1.0524,1.0524,8,8,8,8,1.4146,1.0003,1.4146,1.0263,0,0,0,2,4,4,4,2,2,2,2,1,2,2,6,3.777,2.6707,2.6707,1.3117,1.4319,0.9161,1.4397,0.9326,0.9734,1.3354,1.3354,0.018,-0.0674,0.2929,0,0,0.6723,0.0049
PuNi3,38,27,88.90584,58.6934,147.59924,1.51475021,5,4,12,61,-49,3.379,2.996,0.383,6.375,3.379,2.996,3.1875,1.797,1.244,1.444533762,0.553,1.5205,1.41,1.76,-0.35,0.801136364,1.76,1.41,1.585,4.47,8.9,-4.43,0.502247191,8.9,4.47,6.685,4.37,4.44,-0.07,0.984234234,4.44,4.37,4.405,6,6,6,4,9,19,7.5,6.3333,1.0244,1.176,1.0714,1.0614,3,6,7.5,4,1.0889,1,1.146,0.9993,0,0,0,0,6,12,6,4,3,3,2,2,3,9,27,3.1251,2.4774,2.8676,1.6813,1.2515,1.3434,0.9294,0.9898,0.9778,1.629,1.2387,-0.0311,-0.0102,-0.0425,0,0,0.72255,0.0011
Fe3C,26,64,58.9332,158.92534,217.85854,0.37082318,4,6,58,29,29,3.046,3.976,-0.93,7.022,3.976,3.046,3.511,1.252,1.773,0.706147772,-0.521,1.5125,1.72,1.2,0.52,1.433333333,1.72,1.2,1.46,8.9,8.23,0.67,1.081409478,8.9,8.23,8.565,4.39,4.05,0.34,1.083950617,4.39,4.05,4.22,1,1,1,1,2,6,2,6,1.011,1.011,1.0145,1.011,1,1,1,1,1.3055,1.5642,1.2643,1.5642,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4,4.2545,2.7234,1.6609,1.2492,1.3296,1.0235,1.7029,0.9358,1.7,1.0234,0.0235,-0.1807,0,0.5189,0,0.64322,0.0332
Cu3Au,72,26,180.9479,58.9332,239.8811,3.070389865,6,4,48,58,-10,4.593,3.046,1.547,7.639,4.593,3.046,3.8195,1.457,1.252,1.163738019,0.205,1.3545,1.94,1.72,0.22,1.127906977,1.94,1.72,1.83,16.6,8.9,7.7,1.865168539,16.6,8.9,12.75,8.1,4.39,3.71,1.845102506,8.1,4.39,6.245,12,12,12,12,12,12,12,12,1.4115,1.4115,1.4115,1.4115,6,6,6,6,1.4115,0.9981,1.4115,0.9981,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.67,2.5951,2.5951,1.4132,1.2492,1.1313,1.2985,1.0387,0.9747,1.2975,1.2975,-0.0818,0.0387,0.2929,0,0,0.74048,0.0082
Cu3Au,61,49,150.36,118.71,269.07,1.266616123,6,5,23,80,-57,3.847,3.672,0.175,7.519,3.847,3.672,3.7595,1.85,1.62,1.141975309,0.23,1.735,1.2,1.88,-0.68,0.638297872,1.88,1.2,1.54,7.52,7.31,0.21,1.02872777,7.52,7.31,7.415,2.14,3.14,-1,0.681528662,3.14,2.14,2.64,12,12,12,12,12,12,12,12,1.4139,1.4139,1.4139,1.4139,6,6,6,6,1.4127,0.9989,1.4127,0.9989,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.676,3.3064,3.3064,1.7165,1.4899,1.1521,1.3621,1.1096,1.0312,1.6532,1.6532,-0.0369,0.1096,0.2929,0,0,0.74048,0.0134
Cr3Si,78,21,196.96654,47.867,244.83354,4.114871206,6,4,66,43,23,4.938,2.833,2.105,7.771,4.938,2.833,3.8855,1.439,1.467,0.980913429,-0.028,1.453,1.19,1.86,-0.67,0.639784946,1.86,1.19,1.525,19.3,4.54,14.76,4.251101322,19.3,4.54,11.92,3.81,4.85,-1.04,0.78556701,4.85,3.81,4.33,2,12,2,12,2,12,2,12,1.1181,1.5528,1.1181,1.5528,4,8,4,8,1.0018,1.5518,1.0018,1.5518,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5444,4.4071,2.8448,1.4038,1.4425,0.9732,0.9063,1.5276,0.9995,1.2722,1.5726,-0.0937,0.0902,0,0.2864,0,0.63991,0.0169
Cr3Si,50,22,121.76,50.9415,172.7015,2.390192672,5,4,85,46,39,3.984,2.816,1.168,6.8,3.984,2.816,3.4,1.59,1.338,1.188340807,0.252,1.464,2.14,2.22,-0.08,0.963963964,2.22,2.14,2.18,6.69,6.11,0.58,1.09492635,6.69,6.11,6.4,2.75,5.31,-2.56,0.517890772,5.31,2.75,4.03,2,12,2,12,2,12,2,12,1.1174,1.5507,1.1174,1.5507,4,8,4,8,0.9996,1.5494,0.9996,1.5494,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.469,4.2764,2.7604,1.3117,1.4545,0.9018,0.9412,1.4701,0.9979,1.2345,1.5259,-0.0588,0.0491,0,0.2864,0,0.63991,0.0059
Cu3Au,38,45,88.90584,106.42,195.32584,0.835424168,5,5,12,62,-50,3.379,3.101,0.278,6.48,3.379,3.101,3.24,1.797,1.373,1.308812819,0.424,1.585,1.41,2.08,-0.67,0.677884615,2.08,1.41,1.745,4.47,12,-7.53,0.3725,12,4.47,8.235,4.37,3.89,0.48,1.123393316,4.37,3.89,4.13,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.415,1.0005,1.415,1.0005,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.061,2.8716,2.8716,1.6813,1.3768,1.2212,1.2077,1.0428,0.939,1.4358,1.4358,-0.146,0.0428,0.2929,0,0,0.74048,0.0232
Cr3Si,49,40,118.71,92.90638,211.61638,1.277737869,5,5,80,47,33,3.672,3.523,0.149,7.195,3.672,3.523,3.5975,1.62,1.456,1.112637363,0.164,1.538,1.88,2.03,-0.15,0.926108374,2.03,1.88,1.955,7.31,8.57,-1.26,0.852975496,8.57,7.31,7.94,3.14,7.57,-4.43,0.414795244,7.57,3.14,5.355,2,12,2,12,2,12,2,12,1.1212,1.5473,1.1212,1.5473,4,8,4,8,1.0019,1.5477,1.0019,1.5477,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.645,4.5813,2.9572,1.4302,1.4899,0.9599,0.9247,1.5374,1.0127,1.3225,1.6347,-0.0753,0.0972,0,0.2864,0,0.63991,0.0151
PuNi3,65,25,162.5,55.847,218.347,2.909735527,6,4,31,55,-24,3.963,3.0478,0.9152,7.0108,3.963,3.0478,3.5054,1.77,1.26,1.404761905,0.51,1.515,1.15,1.67,-0.52,0.688622754,1.67,1.15,1.41,8.55,7.86,0.69,1.08778626,8.55,7.86,8.205,3.04,4.28,-1.24,0.710280374,4.28,3.04,3.66,6,6,6,3.3333,12,19,9,6.3333,1.0272,1.189,1.066,1.0656,3,6,7.5,3.3333,1.0911,0.9981,1.1324,1.0001,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.2077,2.5128,2.9372,1.6634,1.2422,1.3391,0.9642,1.0114,1.0109,1.6808,1.2564,0.0105,0.0114,-0.048,0,0,0.7222,0.0002
Cr3Si,76,21,192.217,47.867,240.084,4.015647523,6,4,60,43,17,4.908,2.833,2.075,7.741,4.908,2.833,3.8705,1.355,1.467,0.923653715,-0.112,1.411,1.87,1.86,0.01,1.005376344,1.87,1.86,1.865,22.4,4.54,17.86,4.933920705,22.4,4.54,13.47,6.94,4.85,2.09,1.430927835,6.94,4.85,5.895,2,12,2,12,2,12,2,12,1.12,1.55,1.12,1.55,4,8,4,8,1.0014,1.5486,1.0014,1.5486,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5035,4.3362,2.799,1.4038,1.3542,1.0366,0.8917,1.601,1.0149,1.2518,1.5472,-0.1083,0.1426,0,0.2864,0,0.63991,0.032
Cu3Au,69,49,173.045,118.71,291.755,1.457712071,6,5,39,80,-41,4.048,3.672,0.376,7.72,4.048,3.672,3.86,1.933,1.62,1.193209877,0.313,1.7765,1.1,1.88,-0.78,0.585106383,1.88,1.1,1.49,6.97,7.31,-0.34,0.953488372,7.31,6.97,7.14,1.6,3.14,-1.54,0.50955414,3.14,1.6,2.37,12,12,12,12,12,12,12,12,1.4139,1.4139,1.4139,1.4139,6,6,6,6,1.4143,1.0001,1.4143,1.0001,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6814,3.3102,3.3102,1.8969,1.4899,1.2732,1.234,1.1109,0.9774,1.6551,1.6551,-0.1275,0.1109,0.2929,0,0,0.74047,0.0285
Cu3Au,48,57,114.818,140.115,254.933,0.819455447,5,6,75,15,60,3.259,3.774,-0.515,7.033,3.774,3.259,3.5165,1.66,1.818,0.913091309,-0.158,1.739,1.63,1.1,0.53,1.481818182,1.63,1.1,1.365,7.31,6.66,0.65,1.097597598,7.31,6.66,6.985,2.52,4.32,-1.8,0.583333333,4.32,2.52,3.42,12,12,12,12,12,12,12,12,1.4131,1.4131,1.4131,1.4131,6,6,6,6,0.9994,1.4134,0.9994,1.4134,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.508,4.961,3.508,1.7238,1.6085,1.0717,1.0175,1.5421,1.0527,1.754,1.754,0.0175,0.0904,0,0.2929,0,0.74048,0.0085
PuNi3,64,27,158.92534,58.6934,217.61874,2.7077208,6,4,29,61,-32,3.976,2.996,0.98,6.972,3.976,2.996,3.486,1.773,1.244,1.425241158,0.529,1.5085,1.2,1.76,-0.56,0.681818182,1.76,1.2,1.48,8.23,8.9,-0.67,0.924719101,8.9,8.23,8.565,4.05,4.44,-0.39,0.912162162,4.44,4.05,4.245,6,6,6,4,9,19,7.5,6.3333,1.0209,1.172,1.0697,1.06,3,6,7.5,4,1.0881,1.0006,1.1466,1,0,0,0,0,6,12,6,4,3,3,2,2,3,9,27,3.1227,2.4791,2.8662,1.6609,1.2515,1.3271,0.9401,0.9904,0.9841,1.6267,1.2395,-0.0206,-0.0096,-0.0418,0,0,0.72265,0.0005
Cu3Au,67,45,167.259,106.42,273.679,1.571687653,6,5,35,62,-27,4.018,3.101,0.917,7.119,4.018,3.101,3.5595,1.748,1.373,1.273124545,0.375,1.5605,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,9.07,12,-2.93,0.755833333,12,9.07,10.535,3.29,3.89,-0.6,0.845758355,3.89,3.29,3.59,12,12,12,12,12,12,12,12,1.4126,1.4126,1.4126,1.4126,6,6,6,6,1.4143,1.0001,1.4143,1.0001,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.045,2.8602,2.8602,1.6438,1.3768,1.1939,1.2304,1.0387,0.9469,1.4301,1.4301,-0.13,0.0387,0.2929,0,0,0.74048,0.0184
Fe3C,27,12,58.6934,26.981539,85.674939,2.175316982,4,3,61,73,-12,2.996,1.989,1.007,4.985,2.996,1.989,2.4925,1.244,1.429,0.870538838,-0.185,1.3365,1.76,1.64,0.12,1.073170732,1.76,1.64,1.7,8.9,2.7,6.2,3.296296296,8.9,2.7,5.8,4.44,3.39,1.05,1.309734513,4.44,3.39,3.915,1,1,1,1,3,1,3,1,1.0364,1.1182,1.0364,1.103,2,1,2,1,1.7194,1.3086,1.7194,1.2421,0,1,0,1,1,0,1,0,4,4,2,1,2,4,12,3.7827,2.6803,2.1972,1.2515,1.4319,0.874,1.5112,0.9359,0.8188,0.8571,1.3401,-0.3151,-0.0641,0.5468,0,0,0.56107,0.1034
Cr3Si,76,21,192.217,47.867,240.084,4.015647523,6,4,60,43,17,4.908,2.833,2.075,7.741,4.908,2.833,3.8705,1.355,1.467,0.923653715,-0.112,1.411,1.87,1.86,0.01,1.005376344,1.87,1.86,1.865,22.4,4.54,17.86,4.933920705,22.4,4.54,13.47,6.94,4.85,2.09,1.430927835,6.94,4.85,5.895,2,12,2,12,2,12,2,12,1.12,1.5464,1.12,1.5464,4,8,4,8,1.0004,1.5471,1.0004,1.5471,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5011,4.3319,2.7962,1.4038,1.3542,1.0366,0.8908,1.5994,1.0139,1.2505,1.5457,-0.1092,0.1414,0,0.2864,0,0.6399,0.0319
PuNi3,59,26,144.242,58.9332,203.1752,2.447550786,6,4,19,58,-39,3.822,3.046,0.776,6.868,3.822,3.046,3.434,1.818,1.252,1.452076677,0.566,1.535,1.2,1.72,-0.52,0.697674419,1.72,1.2,1.46,7,8.9,-1.9,0.786516854,8.9,7,7.95,3.4,4.39,-0.99,0.774487472,4.39,3.4,3.895,6,6,6,4.6667,9,19,7.5,6.3333,1.024,1.1772,1.0683,1.1146,3,6,7.5,4.6667,1.0901,0.9995,1.1423,0.9987,0,0,0,0,6,14,6,4.6667,3,3,2,2,3,9,27,3.1831,2.5159,2.9193,1.6571,1.2492,1.3265,0.9604,1.007,1.0045,1.6614,1.2579,0.0026,0.007,-0.0439,0,0,0.72239,0.0001
Cu3Au,66,12,164.93032,26.981539,191.911859,6.112709879,6,3,33,73,-40,3.994,1.989,2.005,5.983,3.994,1.989,2.9915,1.761,1.429,1.232330301,0.332,1.595,1.2,1.64,-0.44,0.731707317,1.64,1.2,1.42,8.8,2.7,6.1,3.259259259,8.8,2.7,5.75,3.14,3.39,-0.25,0.926253687,3.39,3.14,3.265,12,12,12,12,12,12,12,12,1.4167,1.4167,1.4167,1.4167,6,6,6,6,1.416,1.0013,1.416,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.248,3.0038,3.0038,1.7086,1.4319,1.1932,1.2431,1.0489,0.9565,1.5019,1.5019,-0.121,0.0489,0.2929,0,0,0.74047,0.017
Cu3Au,59,45,144.242,106.42,250.662,1.35540312,6,5,19,62,-43,3.822,3.101,0.721,6.923,3.822,3.101,3.4615,1.818,1.373,1.324107793,0.445,1.5955,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,7,12,-5,0.583333333,12,7,9.5,3.4,3.89,-0.49,0.87403599,3.89,3.4,3.645,12,12,12,12,12,12,12,12,1.413,1.413,1.413,1.413,6,6,6,6,1.412,0.9984,1.412,0.9984,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.137,2.9253,2.9253,1.6571,1.3768,1.2036,1.2483,1.0623,0.9642,1.4626,1.4626,-0.1173,0.0624,0.2929,0,0,0.74048,0.0177
Cu3Au,64,48,158.92534,114.818,273.74334,1.384150046,6,5,29,75,-46,3.976,3.259,0.717,7.235,3.976,3.259,3.6175,1.773,1.66,1.068072289,0.113,1.7165,1.2,1.63,-0.43,0.736196319,1.63,1.2,1.415,8.23,7.31,0.92,1.125854993,8.23,7.31,7.77,4.05,2.52,1.53,1.607142857,4.05,2.52,3.285,12,12,12,12,12,12,12,12,1.4123,1.4123,1.4123,1.4123,6,6,6,6,1.4123,0.9986,1.4123,0.9986,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.59,3.2456,3.2456,1.6609,1.6085,1.0326,1.3818,1.0089,0.9927,1.6228,1.6228,-0.0229,0.0089,0.2929,0,0,0.74047,0.0006
Cu3Au,20,48,44.95591,114.818,159.77391,0.391540612,4,5,11,75,-64,2.777,3.259,-0.482,6.036,3.259,2.777,3.018,1.62,1.66,0.975903614,-0.04,1.64,1.5,1.63,-0.13,0.920245399,1.63,1.5,1.565,2.99,7.31,-4.32,0.409028728,7.31,2.99,5.15,3.9,2.52,1.38,1.547619048,3.9,2.52,3.21,12,12,12,12,12,12,12,12,1.4132,1.4132,1.4132,1.4132,6,6,6,6,1.4127,0.9989,1.4127,0.9989,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.4782,3.1666,3.1666,1.6329,1.6085,1.0152,1.3712,0.9843,0.9769,1.5833,1.5833,-0.0304,-0.0157,0.2929,0,0,0.74048,0.0012
Cr3Si,78,39,196.96654,91.224,288.19054,2.159152635,6,5,66,44,22,4.938,3.401,1.537,8.339,4.938,3.401,4.1695,1.439,1.597,0.901064496,-0.158,1.518,1.19,1.7,-0.51,0.7,1.7,1.19,1.445,19.3,6.51,12.79,2.964669739,19.3,6.51,12.905,3.81,6.25,-2.44,0.6096,6.25,3.81,5.03,2,12,2,12,2,12,2,12,1.1204,1.5472,1.1204,1.5472,4,8,4,8,1.0015,1.5481,1.0015,1.5481,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.744,4.7527,3.0679,1.5585,1.4425,1.0804,0.8803,1.6474,1.0223,1.372,1.6959,-0.1197,0.1756,0,0.2864,0,0.63991,0.0452
Cu3Au,63,45,157.25,106.42,263.67,1.477635783,6,5,27,62,-35,4.034,3.101,0.933,7.135,4.034,3.101,3.5675,1.795,1.373,1.307356154,0.422,1.584,1.1,2.08,-0.98,0.528846154,2.08,1.1,1.59,7.9,12,-4.1,0.658333333,12,7.9,9.95,4.14,3.89,0.25,1.064267352,4.14,3.89,4.015,12,12,12,12,12,12,12,12,1.4152,1.4152,1.4152,1.4152,6,6,6,6,1.415,1.0006,1.415,1.0006,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.0895,2.8917,2.8917,1.7454,1.3768,1.2677,1.1715,1.0502,0.9262,1.4458,1.4459,-0.1716,0.0502,0.2929,0,0,0.74048,0.032
Cr3Si,31,22,72.63,50.9415,123.5715,1.42575307,4,4,79,46,33,3.046,2.816,0.23,5.862,3.046,2.816,2.931,1.366,1.338,1.020926756,0.028,1.352,1.99,2.22,-0.23,0.896396396,2.22,1.99,2.105,5.32,6.11,-0.79,0.870703764,6.11,5.32,5.715,3.85,5.31,-1.46,0.725047081,5.31,3.85,4.58,2,12,2,12,2,12,2,12,1.1172,1.5506,1.1172,1.5506,4,8,4,8,0.9994,1.5494,0.9994,1.5494,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.3885,4.137,2.6704,1.3117,1.2224,1.073,0.9105,1.6922,1.0538,1.1942,1.4762,-0.0895,0.2076,0,0.2864,0,0.63991,0.0511
Fe3C,43,65,101.07,162.5,263.57,0.621969231,5,6,56,31,25,3.676,3.963,-0.287,7.639,3.963,3.676,3.8195,1.336,1.77,0.75480226,-0.434,1.553,1.97,1.15,0.82,1.713043478,1.97,1.15,1.56,12.4,8.55,3.85,1.450292398,12.4,8.55,10.475,6.74,3.04,3.7,2.217105263,6.74,3.04,4.89,1,1,1,1,2,6,2,6,1.0108,1.0036,1.0198,1.0036,1,2,1,2,1.2706,1.5748,1.2328,1.5748,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.3221,4.3621,2.7661,1.6634,1.329,1.2516,0.9986,1.6411,0.9244,1.661,1.1051,-0.0014,-0.1685,0,0.4933,0,0.60605,0.0284
Mg3Cd,12,21,26.981539,47.867,74.848539,0.563677252,3,4,73,43,30,1.989,2.833,-0.844,4.822,2.833,1.989,2.411,1.429,1.467,0.974096796,-0.038,1.448,1.64,1.86,-0.22,0.88172043,1.86,1.64,1.75,2.7,4.54,-1.84,0.594713656,4.54,2.7,3.62,3.39,4.85,-1.46,0.698969072,4.85,3.39,4.12,10,12,10,12,20,24,20,24,1.0104,1.0104,1.0104,1.0104,10,12,10,12,0.9988,1.4196,0.9988,1.4196,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.8664,4.0743,2.8664,1.4038,1.4319,0.9804,1.0209,1.4227,1.0108,1.4332,1.4332,0.0209,0.0009,0,0.2964,0,0.7294,0.0004
Cu3Au,58,45,140.90765,106.42,247.32765,1.324071133,6,5,17,62,-45,3.8,3.101,0.699,6.901,3.8,3.101,3.4505,1.824,1.373,1.328477786,0.451,1.5985,1.1,2.08,-0.98,0.528846154,2.08,1.1,1.59,6.77,12,-5.23,0.564166667,12,6.77,9.385,3.7,3.89,-0.19,0.951156812,3.89,3.7,3.795,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.415,1.0006,1.415,1.0006,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.146,2.9317,2.9317,1.6334,1.3768,1.1864,1.2691,1.0647,0.9739,1.4658,1.4658,-0.1026,0.0647,0.2929,0,0,0.74048,0.0147
Cr3Si,76,40,192.217,92.90638,285.12338,2.068932187,6,5,60,47,13,4.908,3.523,1.385,8.431,4.908,3.523,4.2155,1.355,1.456,0.930631868,-0.101,1.4055,1.87,2.03,-0.16,0.921182266,2.03,1.87,1.95,22.4,8.57,13.83,2.613768961,22.4,8.57,15.485,6.94,7.57,-0.63,0.91677675,7.57,6.94,7.255,2,12,2,12,2,12,2,12,1.1167,1.547,1.1167,1.547,4,8,4,8,0.9985,1.5487,0.9985,1.5487,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5662,4.4447,2.869,1.4302,1.3542,1.0561,0.8971,1.6411,1.0304,1.2831,1.586,-0.1029,0.1712,0,0.2864,0,0.63991,0.0399
Cu3Au,30,57,69.723,140.115,209.838,0.497612675,4,6,74,15,59,2.655,3.774,-1.119,6.429,3.774,2.655,3.2145,1.408,1.818,0.774477448,-0.41,1.613,1.7,1.1,0.6,1.545454545,1.7,1.1,1.4,5.9,6.66,-0.76,0.885885886,6.66,5.9,6.28,2.81,4.32,-1.51,0.650462963,4.32,2.81,3.565,12,12,12,12,12,12,12,12,1.4136,1.4136,1.4136,1.4136,6,6,6,6,0.9996,1.4136,0.9996,1.4136,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.8184,5.4,3.8184,1.7238,1.2796,1.3471,1.1075,2.11,1.2714,1.9092,1.9092,0.1075,0.492,0,0.2929,0,0.74048,0.2536
Mg3Cd,30,25,69.723,55.847,125.57,1.248464555,4,4,74,55,19,2.655,3.0478,-0.3928,5.7028,3.0478,2.655,2.8514,1.408,1.26,1.117460317,0.148,1.334,1.7,1.67,0.03,1.017964072,1.7,1.67,1.685,5.9,7.86,-1.96,0.750636132,7.86,5.9,6.88,2.81,4.28,-1.47,0.656542056,4.28,2.81,3.545,10,12,10,12,20,24,20,24,1.0039,1.0039,1.0039,1.0039,10,12,10,12,1.0006,1.4166,1.0006,1.4166,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.5814,3.6549,2.5814,1.2422,1.2796,0.9708,1.0391,1.4282,1.0236,1.2907,1.2907,0.0391,0.0087,0,0.2937,0,0.73791,0.0016
Mg3Cd,73,44,183.84,102.9055,286.7455,1.786493433,6,5,51,59,-8,4.593,3.701,0.892,8.294,4.593,3.701,4.147,1.394,1.342,1.038748137,0.052,1.368,1.79,1.99,-0.2,0.899497487,1.99,1.79,1.89,19.3,12.4,6.9,1.556451613,19.3,12.4,15.85,8.9,5.75,3.15,1.547826087,8.9,5.75,7.325,12,10,12,10,24,20,24,20,1.0187,1.0187,1.0187,1.0187,12,10,12,10,1.4278,1.0018,1.4278,1.0018,0,2,0,2,12,8,12,8,2,6,1,1,1,2,6,3.8265,2.6848,2.6849,1.3701,1.3444,1.0191,1.3964,0.9985,0.9891,1.3425,1.3424,-0.0202,-0.0015,0.2983,0,0,0.7237,0.0004
PuNi3,65,27,162.5,58.6934,221.1934,2.768624752,6,4,31,61,-30,3.963,2.996,0.967,6.959,3.963,2.996,3.4795,1.77,1.244,1.422829582,0.526,1.507,1.15,1.76,-0.61,0.653409091,1.76,1.15,1.455,8.55,8.9,-0.35,0.960674157,8.9,8.55,8.725,3.04,4.44,-1.4,0.684684685,4.44,3.04,3.74,6,6,6,3.3333,12,19,9,6.3333,1.0245,1.1814,1.068,1.0632,3,6,7.5,3.3333,1.0902,1.0002,1.1398,0.9996,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1179,2.4581,2.8582,1.6634,1.2515,1.3291,0.9372,0.982,0.9806,1.6292,1.229,-0.0206,-0.018,-0.045,0,0,0.72229,0.0008
Mg3Cd,12,57,26.981539,140.115,167.096539,0.192567098,3,6,73,15,58,1.989,3.774,-1.785,5.763,3.774,1.989,2.8815,1.429,1.818,0.786028603,-0.389,1.6235,1.64,1.1,0.54,1.490909091,1.64,1.1,1.37,2.7,6.66,-3.96,0.405405405,6.66,2.7,4.68,3.39,4.32,-0.93,0.784722222,4.32,3.39,3.855,10,12,10,12,20,24,20,24,1.0353,1.0353,1.0353,1.0353,10,12,10,12,0.9998,1.4392,0.9998,1.4392,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,3.3993,4.8934,3.3994,1.7238,1.4319,1.2039,0.986,1.7087,1.0772,1.6997,1.6997,-0.014,0.187,0,0.3053,0,0.7034,0.0352
Mg3Cd,49,27,118.71,58.6934,177.4034,2.022544272,5,4,80,61,19,3.672,2.996,0.676,6.668,3.672,2.996,3.334,1.62,1.244,1.302250804,0.376,1.432,1.88,1.76,0.12,1.068181818,1.88,1.76,1.82,7.31,8.9,-1.59,0.821348315,8.9,7.31,8.105,3.14,4.44,-1.3,0.707207207,4.44,3.14,3.79,10,12,10,12,20,24,20,24,1.0114,1.0114,1.0114,1.0114,10,12,10,12,1.0003,1.4232,1.0003,1.4232,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.6209,3.7289,2.6209,1.2515,1.4899,0.84,1.0471,1.2514,0.9561,1.3104,1.3105,0.0471,-0.1204,0,0.2971,0,0.72736,0.0167
